timestamp,market-cap-value,market-cap-USD,price-per-ether
1492128000,90719162.84375,4347.2622834725,47.92
1492214400,90749160.96875,4477.563602198125,49.34
1492300800,90779668.15625,4415.52305912,48.64
1492387200,90810315.65625,4417.9218566765625,48.65
1492473600,90840832.37500,4531.140718865,49.88
1492560000,90870444.56250,4350.8768856525,47.88
1492646400,90900866.75000,4486.86678278,49.36
1492732800,90931344.09375,4388.346665964375,48.26
1492819200,90961334.40625,4403.4381986065625,48.41
1492905600,90991825.65625,4439.4911737684375,48.79
1492992000,91021611.12500,4545.6192595825,49.94
1493078400,91052368.93750,4562.634207458125,50.11
1493164800,91081701.12500,4852.83303594,53.28
1493251200,91111031.12500,5749.1060639875,63.10
1493337600,91140713.15625,6600.410446775625,72.42
1493424000,91169930.81250,6368.219667253125,69.85
1493510400,91199299.40625,7280.4400716009375,79.83
1493596800,91228656.90625,7079.343775925,77.60
1493683200,91258093.31250,7048.7751274575,77.24
1493769600,91287645.96875,7337.700982968125,80.38
1493856000,91317072.53125,8642.2477443575,94.64
