timestamp,hashrate
1481328000,5798.2850
1481414400,5946.0499
1481500800,5719.9028
1481587200,5874.6650
1481673600,5861.5044
1481760000,5827.1006
1481846400,6031.5534
1481932800,6102.0636
1482019200,6284.0681
1482105600,6324.8460
1482192000,6478.8654
1482278400,6449.9952
1482364800,6219.3619
1482451200,5797.7449
1482537600,5435.8074
1482624000,5672.4506
1482710400,5906.7133
1482796800,5725.5243
1482883200,5703.5980
1482969600,5621.4968
1483056000,5670.0348
1483142400,5739.8584
1483228800,5746.3882
1483315200,5772.7032
1483401600,5701.1528
1483488000,6330.7660
1483574400,6451.8286
1483660800,6519.8016
1483747200,6730.0143
1483833600,6777.3147
1483920000,7001.3724
1484006400,6997.2239
1484092800,7054.4628
1484179200,7142.7291
1484265600,7277.2919
1484352000,7334.4015
1484438400,7443.4979
1484524800,7416.8136
1484611200,7325.2279
1484697600,7318.3297
1484784000,7751.0819
1484870400,7527.1882
1484956800,7733.7168
1485043200,7754.1077
1485129600,7918.1929
1485216000,7831.2888
1485302400,7811.0208
1485388800,7995.4413
1485475200,7965.2252
1485561600,7948.4087
1485648000,7806.1890
1485734400,8008.7446
1485820800,8035.4474
1485907200,7882.0490
1485993600,8117.6108
1486080000,7901.9704
1486166400,8085.6263
1486252800,8480.8345
1486339200,8517.0390
1486425600,8437.3906
1486512000,8613.5409
1486598400,8630.2683
1486684800,8851.2981
1486771200,8899.5970
1486857600,9024.3553
1486944000,9091.8695
1487030400,9220.0798
1487116800,9298.3920
1487203200,9286.9502
1487289600,9441.9350
1487376000,9563.2843
1487462400,9739.2103
1487548800,9701.1651
1487635200,10010.5654
1487721600,9878.5100
1487808000,9956.9834
1487894400,9921.6984
1487980800,10123.8800
1488067200,10602.6615
1488153600,10625.2740
1488240000,11119.9788
1488326400,10718.1257
1488412800,10915.3639
1488499200,11419.5855
1488585600,11171.4309
1488672000,11701.7413
1488758400,11736.4413
1488844800,11651.4652
1488931200,12138.6545
1489017600,12105.6647
1489104000,12144.0613
1489190400,12381.3095
1489276800,12404.6584
1489363200,12817.8346
1489449600,12624.5995
1489536000,13008.7100
1489622400,13093.3706
1489708800,13708.6332
1489795200,13956.1955
1489881600,13381.2912
1489968000,14240.8505
1490054400,14004.9233
1490140800,14303.7526
1490227200,14696.6462
1490313600,14717.1530
1490400000,14850.0107
1490486400,15592.2110
1490572800,16234.1177
1490659200,15956.6330
1490745600,16444.6814
1490832000,16508.1931
1490918400,16923.4135
1491004800,16684.6609
1491091200,16718.5386
1491177600,15983.0117
1491264000,16872.1310
1491350400,17294.0660
1491436800,17238.0630
1491523200,17541.6491
1491609600,17605.5606
1491696000,17278.0448
1491782400,17285.4863
1491868800,17900.8160
1491955200,17672.1498
1492041600,17325.6847
1492128000,18877.3819
1492214400,18356.8933
1492300800,18623.6556
1492387200,18986.8175
1492473600,19532.6738
1492560000,19426.3047
1492646400,19598.4726
1492732800,20064.6867
1492819200,20304.9606
1492905600,20695.5064
1492992000,19854.8535
1493078400,20759.4397
1493164800,20518.0576
1493251200,20819.5764
1493337600,22094.2863
1493424000,22674.7072
1493510400,22071.8930
1493596800,22307.6652
1493683200,22218.5493
1493769600,22633.4701
1493856000,22403.1399
